,Company,Source,Category,Date,Author,Title,Tags,Subtitle,Content
636486,CADILA HEALTHCARE,moneycontrol,Announcements,2016-10-07 13:06:00,['Moneycontrol.com'],"Cadila Healthcare's Q2 results on October 26, 2016",['Announcements'],"['Cadila Healthcare Ltd has informed BSE that the meeting of the Board of Directors of the Company will be held on October 26, 2016, inter alia, to consider to approve the unaudited financial results for the quarter / half year ended on September 30, 2016 (Q2).']","['Cadila Healthcare Ltd has informed BSE that the meeting of the Board of Directors of the Company will be held on October 26, 2016, inter alia, to consider to approve the unaudited financial results for the quarter / half year ended on September 30, 2016 (Q2).Further, as per Code of Conduct for prevention of Insider Trading adopted by the Company under SEBI (Prohibition of Insider Trading) Regulations, 2015, the Trading Window shall remain closed from October 17, 2016 to October 28, 2016 (both days inclusive) for all the connected persons.Source : BSERead all announcements in Cadila HealthRead More']"
640658,CADILA HEALTHCARE,moneycontrol,Stocks,2016-09-20 11:56:00,['Moneycontrol.com'],"Cadila Healthcare rises 6%, to develop chikungunya vaccine","['Buzzing Stocks', 'Cadila Healthcare', 'Chikungunya', 'Takeda Pharmaceutical', 'vaccine', 'Zydus Cadila']",['The agreement includes early stage development to the final commercialisation of the vaccine.'],"['Moneycontrol BureauShares ofCadila Healthcarerose more than 6 percent intraday Tuesday. Zydus Cadila has entered into agreement with Takeda Pharmaceutical to developvaccine on chikungunya.The agreement includes early stage development to the final commercialisation of the vaccine.There is currently no vaccine to prevent or medicine to treat chikungunya virus infection.Pankaj R Patel, CMD, Zydus group said, ""By partnering with Takeda on this very important research and development initiative and leveraging our developmentcapabilities, we will be taking an all important step to prevent the disease burden which is highly prevalent in developing countries and causes suffering anddisability.""At 11:54 hrs Cadila Healthcare was quoting at Rs 396.00, up Rs 8.90, or 2.30 percent on the BSE.Posted by Rakesh Patil']"
643753,CADILA HEALTHCARE,moneycontrol,Companies,2016-09-02 12:00:00,['PTI'],Cadila Healthcare gets EIR for Ahmedabad plant from USFDA,"['Business', 'Cadila Healthcare', 'Establishment Inspection Report (EIR)']","['""The company\'s Oral Solid Dosage drug manufacturing plant located at SEZ, Ahmedabad has received an Establishment Inspection Report (EIR) from the USFDA following the inspection carried out in January 2016,"" Cadila Healthcare Ltd said in a BSE filing.']","['Drug firmCadila Healthcaretoday said it has received an Establishment Inspection Report (EIR) from the US health regulator for its manufacturing plant in Ahmedabad.""The company\'s Oral Solid Dosage drug manufacturing plant located at SEZ, Ahmedabad has received an Establishment Inspection Report (EIR) from the USFDA following the inspection carried out in January 2016,"" Cadila Healthcare Ltd said in a BSE filing.The EIR report is given to an establishment after the completion of an inspection by the USFDA.The company further said: ""The receipt of EIR indicates the successful closure of the inspection points raised. It may be mentioned that this plant is a separate manufacturing unit and does not form a part of the Moraiya formulations manufacturing facility.""Shares of the company were trading at Rs 385.85 on BSE, up 2.77 percent, from previous close.']"
651011,CADILA HEALTHCARE,moneycontrol,Stocks,2016-08-05 18:34:00,['Moneycontrol.com'],Hold Cadila Healthcare; target of Rs 350: Axis Direct,"['Axis Direct', 'Cadila Healthcare', 'Hold', 'Recommendations']","['Axis Direct has recommended hold rating on Cadila Healthcare with a target price of Rs 350 in its research report dated August 05, 2016.']","[""Axis Direct's research report onCadila HealthcareCadila?s (CDH) PAT of Rs 3.6 bn (down 23% YoY)was in line with our\xa0estimate but 7% lower than Bloomberg consensus. US business(37% of\xa0sales) declined 18% YoY (11% QoQ) to USD 127mn led by price\xa0erosion in its key product (HCQS) and base portfolio. India revenue\xa0(35% of sales) grew only 6% YoY led by NLEM^ issues.Despite weak performance in key businesses with higher margins, gross margin was\xa0flat. While the recent AG@ launch of gAsacol HD would drive EBITDA\xa0growth, further price erosion in HCQS could see gross margin pressure.\xa0Thoughgrowth drivers (large US pipeline, niche opportunities in US)\xa0remain, we maintain HOLD rating with TP Rs 350 (19x FY18E\xa0EPS)given uncertain USFDA warning letter resolution timeline despite significant progress on remediation by CDH.For all recommendations,click hereDisclaimer:The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.Read More""]"
651017,CADILA HEALTHCARE,moneycontrol,Stocks,2016-08-05 18:26:00,['Moneycontrol.com'],Buy Cadila Healthcare; target of Rs 370: Religare,"['Buy', 'Cadila Healthcare', 'Recommendations', 'Religare']","['Religare is bullish on Cadila Healthcare has recommended buy rating on the stock with a target price of Rs 370 in its research report dated August 03, 2016.']","[""Religare's research report onCadila HealthcareCDH?s Q1FY17 adjusted margins of 21.1% were marginally lower than our estimate (21.6%), but were nevertheless commendable given lower HCQS revenues and weak domestic growth. Management believes that the HCQS impact is largely in the base and margins should improve as product launches pick up over ensuing quarters (12-15 launches by Dec?16). While there was no additional clarity on Moraiya resolution, management expects to invite the USFDA for a re-inspection soon. BUY; Mar?17 TP Rs 370.We retain estimates and maintain our BUY rating on the stock. The Moraiya facility resolution is the next key stock trigger, in our view.For all recommendations,click hereDisclaimer:The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.Read More""]"
651130,CADILA HEALTHCARE,moneycontrol,Stocks,2016-08-05 09:27:00,['CNBC-TV18'],Cadila Healthcare may test Rs 393: Rajat Bose,"['Cadila Healthcare', 'Rajat Bose', 'rajatkbose.com', 'SPARC', 'Stocks Views', 'Sun Pharma Advanced Research Company']",['Rajat Bose of rajatkbose.com feels that Cadila Healthcare may test Rs 393.'],"['Rajat Bose of rajatkbose.com told CNBC-TV18, ""Cadila Healthcarehas long been my favourite. I have been giving medium-term positional calls and also intraday calls. I continue to like that and it has actually bounced back from the levels that I expected it to. For today Rs 355 should be your stoploss and I am expecting Rs 379 to about 393; Rs 393 happens to be a strong resistances for Cadila. If it is taken out then it would be headed higher for today.""""Overall the medium-term, the target for Cadila remains at Rs 450 and once that is taken out it could even go up to Rs 540. I am pretty bullish, I have recommended it to my clients, that is a disclosure from my side. No personal holdings as yet,"" he added.""InSun Pharma Advanced Research Company(SPARC) put a stoploss below Rs 375, Rs 406 and 425 are the two targets. When it gets momentum it could actually achieve those targets even today. However, it looks excellent on the charts,"" he said.']"
651264,CADILA HEALTHCARE,moneycontrol,Stocks,2016-08-04 18:06:00,['Moneycontrol.com'],Hold Cadila Healthcare; target of Rs 315: Edelweiss,"['Cadila Healthcare', 'Edelweiss', 'Hold', 'Recommendations']","['Edelweiss has recommended hold rating on Cadila Healthcare with a target price of Rs 315 in its research report dated August 04, 2016.']","['Edelweiss\xa0research report onCadila HealthcareCadila Healthcare?s (CDH) Q1FY17 earnings were below expectations. Despite pre-EBITDA forex gain of INR 468mn, revenue, EBITDA and PAT were down 2%, 9% and 23% YoY, respectively, as HCQS benefit withered away. Domestic market growth was muted at 6% due to 9% price cut in 30% of portfolio. Going forward, while there will be some cushion from Asacol HD?s AG launch and possible launches from Nesher, we believe it will be challenging for CDH?s earnings to grow in FY17. At CMP, the stock trades at 20x FY18E EPS, leaving limited upside even if Warning Letter clearance is received, but niche approvals are not. Maintain ?HOLD?.Unless niche US approvals kick in, business will remain under pressure. We believe this is critical for earnings to be revised upwards as none of the other businesses are performing. We cut FY17/18E EPS 15%/10%, also factoring Ind-AS considerations. We maintain ?HOLD/SP? with revised TP of INR 315 (INR 350 earlier) (18x FY18E EPS).For all recommendations,click hereDisclaimer:The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.Read More']"
651455,CADILA HEALTHCARE,moneycontrol,Stocks,2016-08-04 13:19:00,['Moneycontrol.com'],Buy Cadila Health; target of Rs 400: Motilal Oswal,"['Buy', 'Cadila Healthcare', 'Motilal Oswal', 'Recommendations']","['Motilal Oswal is bullish on Cadila Health has recommended buy rating on the stock with a target price of Rs 400 in its research report dated August 03, 2016.']","[""Motilal Oswal's research report onCadila HealthCadila?s 1QFY17 net revenue declined 2% YoY to INR 22.2bn (13% below estimate). Miss in sales is primarily attributable to change in accounting standards (No JV sales) and 12% QoQ decline in US sales on account of lower HCQS sales. EBITDA margins came at 22.9% versus our estimate of 20.4%. Margin beat is driven by translation gain of INR 468mn above EBITDA line and lower than expected impact of pricing pressure in US. Reported PAT declined 22% YoY to INR 3.56bn (4.5% below estimate).Our TP of INR 400 implies 15% upside from current levels. We value CDH?s base business at 20x FY18E EPS, at par with long term P/E multiple for CDH.For all recommendations,click hereDisclaimer:The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.Read More""]"
651583,CADILA HEALTHCARE,moneycontrol,Announcements,2016-08-04 11:15:00,['Moneycontrol.com'],Cadila Healthcare: Outcome of AGM,['Announcements'],"['Cadila Healthcare Ltd has informed BSE that the 21st Annual General Meeting (AGM) of the Company was held on August 03, 2016.']","['Cadila Healthcare Ltd has informed BSE that the 21st Annual General Meeting (AGM) of the Company was held on August 03, 2016.Source : BSERead all announcements in Cadila HealthRead More']"
658552,CADILA HEALTHCARE,moneycontrol,Announcements,2016-07-11 12:26:00,['Moneycontrol.com'],"Cadila Healthcare's Q1 results on August 03, 2016",['Announcements'],"['Cadila Healthcare Ltd has informed BSE that a meeting of the Board of Directors of the Company will be held on August 03, 2016, inter alia, to consider & approve the unaudited financial results for the quarter ended on June 30, 2016 (Q1).']","['Cadila Healthcare Ltd has informed BSE that a meeting of the Board of Directors of the Company will be held on August 03, 2016, inter alia, to consider & approve the unaudited financial results for the quarter ended on June 30, 2016 (Q1).Further, as per Code of Conduct for prevention of Insider Trading adopted by the Company under SEBI (Prohibition of Insider Trading) Regulations, 2015, the Trading Window shall remain closed from July 25, 2016 to August 05, 2016 (both days inclusive) for all the connected persons.Source : BSERead all announcements in Cadila Health']"
658885,CADILA HEALTHCARE,moneycontrol,Announcements,2016-07-08 14:30:00,['Moneycontrol.com'],"Cadila Healthcare's AGM on August 03, 2016",['Announcements'],"['Cadila Healthcare Ltd has informed BSE that the 21st Annual General Meeting (AGM) of the Company will be held on August 03, 2016.']","['Cadila Healthcare Ltd has informed BSE that the 21st Annual General Meeting (AGM) of the Company will be held on August 03, 2016.Source : BSERead all announcements in Cadila HealthRead More']"
658899,CADILA HEALTHCARE,moneycontrol,Announcements,2016-07-08 13:27:00,['Moneycontrol.com'],Cadila Healthcare receives establishment inspection report from USFDA,['Announcements'],"[""Cadila Healthcare Ltd has informed BSE that the Company's Moraiya manufacturing facility has received an Establishment Inspection Report (EIR) from the USFDA.""]","['Cadila Healthcare Ltd has informed BSE that the Company\'s Moraiya manufacturing facility has received an Establishment Inspection Report (EIR) from the USFDA. This receipt of EIR only indicates closure of the inspection points (483s) raised based on the inspection carried out between August 28, 2014 and September 05, 2014. What is ""closed"" is the initial review that resulted in the warning letter issuance. Though this is a positive step towards the resolution of the warning letter issued by the USFDA, it does not in itself indicate resolution of the warning letter. The company is in constant follow up with the USFDA for resolution of the warning letter.Source : BSERead all announcements in Cadila Health']"
658944,CADILA HEALTHCARE,moneycontrol,Markets,2016-07-08 10:16:00,['Moneycontrol.com'],"Cadila Health, Dr Reddy's Labs to get astro support: Gupta","['Astrology', 'astrostocktips', 'Aurobindo Pharma', 'Cadila Healthcare', 'Dr Reddys Laboratories', 'Glenmark Pharma', 'Ipca Laboratories', 'Satish Gupta', 'Torrent Pharmaceuticals']","[""According to Satish Gupta of astrostocktips, pharma stocks like Cadila Healthcare, Dr Reddy's Laboratories, Aurobindo Pharma, Glenmark Pharma, Torrent Pharma and Ipca Lab wil get astro support.""]","[""By Satish Gupta of astrostocktips:Today?s planetary position:Moon will be transiting in Leo. Jupiter & Lord Rahu\xa0 in Leo. Lord Saturn in Scorpio. Mars in Libra. Sun &\xa0 Mercury in Gemini. Venus in Cancer. Ketu in Aquarius. Pluto in Sagittarius. Neptune in Aquarius & Uranus in Pisces.Rahukal Time:- 10:42 ? 12:26Following sectors will be receiving astrological support:Pharma:Cadila Healthcare,Dr Reddy's Laboratories,Aurobindo Pharma,Glenmark Pharma,Torrent Pharma,Ipca Lab,\xa0etc.Buying stocks that can rise multifold in a short period is every investor's dream. But it is not easy to identify and buy such stocks at right time and exit at right time. Timing is the most crucial element in investing or trading. This timing can be known through financial astrology. Astrology is the only science which can predict future correctly & guide us about sectors which have to outperform.Every year with commencement of new Samvat (Hindu New Year), astrologically, based on planetary position, certain new sectors start getting\xa0 strong astrological support & start outperforming, while some others sectors which were performing earlier start underperforming. Some sectors/stocks remain laggards.During last Samavat 2072 among other sectors ? sugar\xa0 & paper sectors received strong astrological support & outperformed. Many stocks from sugar sector appreciated by 600-900 percent. It should be recalled that sugar sector, despite strong, remained laggard for many years and started performing only after astrological support came.Satish GuptaCEO|AstrostocktipsDHFL, Indiabulls Housing, Gruh Finance, Can Fin Homes to get astrological support: Satish GuptaGlenmark Pharma, Biocon, Dr Reddy's Labs, Sun Pharma, Lupin to get astrological support: Satish GuptaWockhardt, Biocon, Dr Reddy?s Labs, Sun Pharma, Lupin to get astrological support: Satish GuptaSectors which get very strong astrological support are not normally affected by downfall in the market.Disclaimer:The views and investment tips expressed by investment experts on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.""]"
666213,CADILA HEALTHCARE,moneycontrol,Stocks,2016-06-01 12:03:00,['Moneycontrol.com'],Cadila Healthcare gains 2% on USFDA nod for anti-parkinson drug,"['Amantadine hydrochloride capsules', 'anti-Parkinson', 'antiviral drug', 'Buzzing Stocks', 'Cadila Healthcare', 'Zydus Cadila']","['""Zydus Cadila has received final approval from the US Food & Drug Administration to market Amantadine hydrochloride capsules USP, 100 mg,"" the company said in its filing.']","['Moneycontrol BureauCadila Healthcareshares climbed over 2 percent as its group company has received approval from the US health regulator for anti-Parkinson and antiviral drug.""Zydus Cadila has received final approval from the US Food & Drug Administration to market Amantadine hydrochloride capsules USP, 100 mg,"" the company said in its filing.As per IMS, estimated sales for this drug in US is USD 40.1 million.The company said the drug will be manufactured at group\'s formulations manufacturing facility at Pharma SEZ in Ahmedabad.With this, the group now has more than 100 approvals.At 11:49 hours IST, the scrip of Cadila Healthcare was quoting at Rs 340.70, up Rs 4.55, or 1.35 percent on Bombay Stock Exchange.Posted by Sunil Shankar Matkar']"
671417,CADILA HEALTHCARE,moneycontrol,Earnings,2016-05-13 15:42:00,['PTI'],Cadila Healthcare Q4 net up 11% at Rs 389 cr,"['BSE', 'Cadila Healthcare', 'net profit', 'Results']","['The company had posted a net profit after taxes, minority interest and share of profit of associates of Rs 350.4 crore in the corresponding period of the previous fiscal, Cadila Healthcare said in a BSE filing.']","[""Cadila Healthcaretoday reported a 10.93 percent rise in net profit at Rs 388.7 crore for the fourth quarter ended March 31, on account of robust sales.The company had posted a net profit after taxes, minority interest and share of profit of associates of Rs 350.4 crore in the corresponding period of the previous fiscal, Cadila Healthcare said in a BSE filing.Consolidated income from operations rose to Rs 2,449.1 crore for the quarter as against Rs 2,288.3 crore a year ago.For the full fiscal, the net profit rose to Rs 1,522.6 crore as against Rs 1,150.6 crore in the previous fiscal.The company's consolidated income from operations for the fiscal also rose to Rs 9,837.6 crore as against Rs 8,651.3 crore for the year ago period.In a separate filing, the company said the board has not recommended any final dividend and the interim one declared on March 8, will be the final dividend for the year.Shares of Cadila Healthcare were trading at Rs 327.40, down 1.81 percent in the pre-close session on BSE.""]"
671488,CADILA HEALTHCARE,moneycontrol,Earnings,2016-05-13 10:54:00,['Moneycontrol.com'],"Cadila Health Q4 net may rise 7%, R&D likely to hurt margins","['Cadila Healthcare', 'Result Poll']","['During the quarter, EBITDA may increase 11 percent to Rs 551 crore compared to Rs 496 crore while operating profit margin may stand at 22 percent from 21.7 percent year-on-year.']","[""Cadila Healthcareis likely to report net profit at Rs 375.4 crore in January-March quarter, up 7.2 percent from Rs 350.4 crore in corresponding quarter last fiscal. According to a CNBC-TV18 poll, the pharma company's revenue in Q4FY16 may rise 9.5 percent at Rs 2504 crore against Rs 2288.2 crore in year-ago period.During the quarter, EBITDA may increase 11 percent to Rs 551 crore compared to Rs 496 crore while operating profit margin may stand at 22 percent from 21.7 percent year-on-year.Watch for#Commentary on warning letter received for Moraiya & Zyfine facility#Commentary on WHO notice of concern on the Sarkhej facility#Subdued growth led by slowdown in US markets#US formulation growth likely at around 7-8 percent YoY#However, watch for contribution of one drugs ? HCQS used for arthritis#IPCA re-launched HCQ tablets in US but couldn?t gain mrkt share#Hence HCQS likely to contribute as much in Q4 as it did in Q3#India likely to grow around 10-11 percent YoY#Margin range is 20-23 percent; margins could see pressure due to remediation costs and R&D spend""]"
675395,CADILA HEALTHCARE,moneycontrol,Announcements,2016-04-25 10:56:00,['Moneycontrol.com'],"Cadila Healthcare's FY16 results on May 13, 2016",['Announcements'],"['Cadila Healthcare Ltd has informed BSE that a meeting of the Board of Directors of the Company will be held on May 13, 2016, to consider & approve the audited financial results for the year ended on March 31, 2016.']","['Cadila Healthcare Ltd has informed BSE that a meeting of the Board of Directors of the Company will be held on May 13, 2016, inter alia, to consider & approve the audited financial results for the year ended on March 31, 2016.Further, as per Code of Conduct for prevention of Insider Trading adopted by the Company under SEBI (Prohibition of Insider Trading) Regulations, 2015, the Trading Window will remain closed from May 02, 2016 to May 15, 2016 for all Directors and designated officers of the Company.Source : BSERead all announcements in Cadila Health']"
677527,CADILA HEALTHCARE,moneycontrol,Stocks,2016-04-01 15:17:00,['Moneycontrol.com'],Cadila Healthcare rises 3% on USFDA approval for anticancer drug,"['anticancer drug', 'Buzzing Stocks', 'Cadila Healthcare', 'Zydus Cadila']","['""Zydus Cadila has received final approval from the US Food and Drug Administration to market Carboplatin injection,"" the healthcare company says in its filing.']","['Moneycontrol BureauCadila Healthcareshares climbed more than 3 percent intraday Friday on getting approval from the US health regulator for anticancer drug.""Zydus Cadila has received final approval from the US Food and Drug Administration to market Carboplatin injection,"" the healthcare company says in its filing.The group had received five approvals in last quarter ending March 2016.The group now has more than 100 approvals and has so far filed over 280 ANDAs, since commencement of filing process in FY04.At 15:08 hrs Cadila Healthcare was quoting at Rs 321.55, up Rs 4.60, or 1.45 percent on BSE.Posted by Sunil Shankar Matkar']"
678069,CADILA HEALTHCARE,moneycontrol,Stocks,2016-03-30 11:19:00,['Moneycontrol.com'],Cadila Health up 3% on USDFA nod for anti-viral drug Acyclovir,"['Acyclovir capsules', 'anti-viral drug', 'Buzzing Stocks', 'Cadila Healthcare', 'Zydus Cadila']","['""Zydus Cadila has received final approval from the US Food and Drug Administration to market Acyclovir Capsules USP, 200 mg,"" says the Ahmedabad-based pharma company in its filing.']","['Moneycontrol BureauApproval from the US health regulator for group company\'s anti-viral drug helped shares ofCadila Healthcaregain 3 percent intraday Wednesday.""Zydus Cadila has received final approval from the US Food and Drug Administration to market Acyclovir capsules USP, 200 mg,"" says the Ahmedabad-based pharma company in its filing.The drug will be produced at formulations manufacturing facility at SEZ, Ahmedabad.With this approval, the Cadila Group has more than 100 approvals and has so far filed over 280 ANDAs since commencement of filing process in FY04.Meanwhile, its subsidiary Zydus Healthcare yesterday acquired Actibile from Albert David. Actibile, a gastro therapy, is used for dissolving gall bladder stones.At 11:07 hours IST, the scrip of Cadila Healthcare was quoting at Rs 317.50, up Rs 2.65, or 0.84 percent on the BSE.Posted by Sunil Shankar Matkar']"
691748,CADILA HEALTHCARE,moneycontrol,Stocks,2015-10-27 12:33:00,['Moneycontrol.com'],Buy Cadila Healthcare; target of Rs 515: Sharekhan,"['Cadila Healthcare', 'Recommendations', ""Sharekhan's""]","['Sharekhan is bullish on Cadila Healthcare and has recommended buy rating on the stock with a target of Rs 515 in its October 23, 2015 research report.']","[""Sharekhan's report onCadila HealthcareResult synopsis: For Q2FY2016, Cadila Healthcare (Cadila) reported a healthy performance; its revenue grew by 17% YoY to Rs 2,459 crore. The growth was led by the US market, which grew by 25% YoY to Rs 1,004 crore and the samecontributed to 41.5% of the total revenue. Its OPM expanded by 468BPS to 24.6% (excluding the one-time income of Rs 20 crore [$3 million], pertaining to sell-off abbreviated new drug applications [ANDAs] in a US subsidiary, themanagement indicated that it will be nil from next quarter onwards). For the quarter, effective tax rate has increased to 28% (owing to change in invoicing policy for supply of its products to subsidiary) as compared with a normal taxof around 23%, hence earnings for the quarter grew by 40% YoY to Rs 391 crore.Maintain Buy with a revised price target of Rs 515:The management expects 40 filings in the US market during FY2016. We believe with a strong presence in the US market, higher number of product filings and approvals in the subsequentyears, the growth in the US market is expected to be strong. We have tweaked our earnings estimates and expect an EPS CAGR of 34.5% over FY2016-18 to Rs 27. We maintain our Buy rating on the stock with a revised price target ofRs 515 (valuing the stock at 21x its average earnings of Rs 24 for FY2017E and FY2018E), 16% upside from the current market price of Rs 443, says Sharekhan research report.For all recommendations,click hereDisclaimer:The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.Read More""]"
691757,CADILA HEALTHCARE,moneycontrol,Stocks,2015-10-27 12:19:00,['Moneycontrol.com'],Buy Cadila Healthcare; target of Rs 510: ICICI Direct,"['Cadila Healthcare', 'ICICI Direct', 'Recommendations']","['ICICI Direct is bullish on Cadila Healthcare and has recommended buy rating on the stock with a target of Rs 510 in its October 23, 2015 research report.']","[""ICICI Direct's report onCadila HealthcareRevenues grew 16.7% YoY to Rs 2459.5 crore mainly on the back of 25.2% YoY growth in the US formulations business to Rs 1003.8 crore (I-direct estimate: Rs 997.4 crore). Domestic formulations grew 10.4% to Rs 751.3 crore (I-direct estimates: Rs 748.9 crore)EBITDA margins improved 529 bps to 25.3% due to better gross margins and lower-than-expected other expenditure. Gross margins improved from 61% to 67.2% (I-direct estimates: 65.5%). EBITDA grew 47.6% YoY to Rs 621.3 crore (I-direct estimate: Rs 536.8 crore)PAT grew 40.6% YoY to Rs 390.9 crore (I-direct estimate: Rs 374.8 crore) boosted mainly by a strong operational performance. A higher-than-expected tax rate led to the lower net profit marginsUS growth, Moraiya resolution main catalysts; maintain BUYQ2 results were once again a US driven story for the company although some other segments also chipped in. It is witnessing steep US growth trajectory on the back of aggressive filings and launches in the last few quarters. What is now striking is the quality of earnings in the US, which has shown a marked improvement in the last few quarters as reflected by improvement in EBITDA margins. The filing to approval gap is also one of the highest among peers, assuring of consistency the US traction. Going ahead, early resolution of Moraiya observations will also hold key. Our revised target price is Rs 510, based on 22x FY18E EPS of Rs 23.2 as we roll forward our estimates to incorporate FY18 estimates, says ICICI Direct research report.For all recommendations,click hereDisclaimer:The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.Read More""]"
692501,CADILA HEALTHCARE,moneycontrol,Stocks,2015-10-23 10:21:00,['Moneycontrol.com'],Cadila Healthcare rises 5% on healthy Q2 numbers,"['abbreviated new drug applications', 'Buzzing Stocks', 'Cadila Healthcare', 'Zydus Pharmaceuticals']","['The company has posted 40.56 percent jump in consolidated net profit to Rs 390.91 crore for the second quarter ended on September 30, 2015-16 from Rs 278.09 crore for the quarter ended September 30, 2014.']","['Shares ofCadila Healthcarerose 5.3 percent intraday on the back of healthy second quarter (July-September) numbers.The company has posted 40.56 percent jump in consolidated net profit to Rs 390.91 crore\xa0for the second quarter ended on September 30, 2015-16 from\xa0Rs 278.09 crore for the quarter ended September 30, 2014.The total income of the company has increased from Rs 2,122.61 crore to Rs 2,483.19 crore in the second quarter of the current fiscal.The company has posted standalone net profit of Rs 614.08 crore for the quarter ended September 30, 2015 as compared to Rs 365,61 crore in the year-ago period.The standalone total income of the company has increased from Rs 1,396.6 crore for the year-ago quarter to Rs 1,976.45 crore July-September quarter.In the consolidated results, other operating income for quarter ended on September 30, includes consideration Rs 20.03 crore (USD 3 million) received by Zydus Pharmaceuticals (USA) Inc. a wholly owned subsidiary company, on sale and transfer of ownership interest in certain Abbreviated New Drug Applications (ANDAs) for generic drug products. The six month period, April-September, includes the consideration of Rs 86.7 crore (USD 13.5 million) on that account.At 09:28 hrs Cadila Healthcare was quoting at Rs 440.70, up Rs 9.05, or 2.10 percent.With inputs from PTI']"
692880,CADILA HEALTHCARE,moneycontrol,Earnings,2015-10-21 11:06:00,['Moneycontrol.com'],Cadila Healthcare Q2 profit seen up 31% on US formulations,"['Cadila Healthcare', 'earnings', 'HCQ', 'hydroxychloroquine', 'Ipca Laboratories', 'Q2FY16', 'Result Poll', 'Results']",['Opinion is mixed on the amount of growth in US markets as some analysts expect 20-25 percent growth due to arthritis drug HCQs price hikes (Hydroxychloroquine) while others expect constant currency growth of around 13-15 percent due to erosion in other products.'],"[""Cadila Healthcare's July-September quarter earnings are expected to be strong led by US formulations business. Profit during the quarter is seen rising 30.6 percent to Rs 363.07 crore and revenue may increase 16 percent to Rs 2,448 crore compared to year-ago period, according to average of estimates of analysts polled by CNBC-TV18. The pharma company will announce its earnings on October 22.Opinion is mixed on the amount of growth in US markets as some analysts expect 20-25 percent growth due to arthritis drug HCQs price hikes (Hydroxychloroquine) while others expect constant currency growth of around 13-15 percent due to erosion in other products.While explaining US business, analysts say postIPCA's withdrawal, Cadila had undertaken substantial price hike in HCQs tablets in US market and has captured 30 percent market share. Even though IPCA has re-launched HCQ tablets in US, it has been unsuccessful in regaining market share. Hence, Cadila is expected to report stronger US numbers in Q2, they add.Pick up in domestic growth will be closely watched. Analysts see slowdown in domestic business due to impact of price control and discontinuation of certain in-licensed brands. Domestic growth could pick up to 10-12 percent favoured by low base in year-ago period.Brazil is expected to be subdued due to currency devaluation but in constant currency that may be steady in growth.related newsAvenue Supermarts Q3 net profit soars 66% to Rs 251.8 crore; revenues rise 23%Ajanta Pharma Q3 net profit up 3% at Rs 147.47 crMaruti Suzuki Q3 profit up 3%; revenue, operational nos in line; cuts royalty paymentOperating profit (earnings before interest, tax, depreciation and amortisation) is expected to jump 28.5 percent year-on-year to Rs 540.9 crore and margin may see expansion of 210 basis points at 22.1 percent due to better business mix during the quarter.Tax rate may fall on sequential basis to 20 percent in September quarter against 32.6 percent in June quarter.""]"
